,Unnamed: 0,Unnamed: 0.1,X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE,text
858,195,1087,776972.7094,2955909.8010000004,1088,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,MILK,INDIA ST,1.0,,-71.053033,42.358299,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:INDIA ST
METER_TYPE：SINGLE-SPACE"
1211,1601,6500,765252.9852,2952356.867,6501,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,BROO,COMMONWEALTH AV,1.0,,-71.096456,42.34871,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
97,1233,1844,774437.1092,2952286.2589999996,1845,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,NASS,HARRISON AV,1.0,,-71.062483,42.348392,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CB,CB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARRISON AV
METER_TYPE：SINGLE-SPACE"
1973,805,5573,750779.7159,2947378.65,5574,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BEAC,CHESTNUT HILL AV,1.0,,-71.150072,42.335225,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GE,GE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CHESTNUT HILL AV
METER_TYPE：SINGLE-SPACE"
737,1189,4056,766997.5758,2952149.81,4057,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,MASS,NEWBURY EXT,1.0,,-71.090006,42.348119,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEWBURY EXT
METER_TYPE：SINGLE-SPACE"
1255,1693,1513,774698.8895,2953422.798,1514,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,HARR,BEACH ST,1.0,,-71.061493,42.351507,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,216.0,,0BE,BE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACH ST
METER_TYPE：SINGLE-SPACE"
102,429,5184,764946.3349,2952321.162,5185,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,MAIT,BEACON ST,1.0,,-71.09759100000002,42.348616,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FF,FF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
434,1957,1024,775805.3181,2957113.983,1025,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HANO,UNION ST,1.0,,-71.05732900000002,42.36162,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,132.0,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:UNION ST
METER_TYPE：SINGLE-SPACE"
74,755,4250,768029.2391,2951740.438,4251,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ST C,SCOTIA ST,1.0,,-71.086197,42.346982000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SCOTIA ST
METER_TYPE：SINGLE-SPACE"
1791,577,5972,773435.3363,2949032.269,5973,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,ALBA,MALDEN ST,1.0,,-71.06625,42.339477,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HC,HC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MALDEN ST
METER_TYPE：SINGLE-SPACE"
1234,1201,3892,767064.0869,2953103.108,3893,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,MASS,BEACON ST,1.0,,-71.089743,42.350734,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EC,EC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
918,1588,3076,771164.3529,2954490.894,3077,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,MARL,BERKELEY ST,1.0,,-71.074549,42.354487,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
1711,1823,1033,775891.9741,2956873.1810000013,1034,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,HANO,UNION ST,1.0,,-71.057013,42.360958000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:UNION ST
METER_TYPE：SINGLE-SPACE"
1670,623,3396,772428.0227,2955452.764,3397,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MT V,CHARLES ST,1.0,,-71.069856,42.357109,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CHARLES ST
METER_TYPE：SINGLE-SPACE"
1620,1712,3131,771399.901,2954738.059,3132,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,DAVI,BEACON ST,1.0,,-71.073673,42.355162,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
762,346,1406,776872.1857,2955440.983,1407,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,MILK,BATTERYMARCH ST,1.0,,-71.053414,42.357014,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BATTERYMARCH ST
METER_TYPE：SINGLE-SPACE"
989,409,6416,762787.7713,2952851.16,6417,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,GRAN,COMMONWEALTH AV,1.0,,-71.10556700000002,42.350097999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KB,KB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
388,613,2845,771264.9981,2952306.285,2846,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STUA,CLARENDON ST,1.0,,-71.074217,42.348490999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CLARENDON ST
METER_TYPE：SINGLE-SPACE"
235,344,6039,773006.2357,2948398.173,6040,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,HARR,E DEDHAM ST,1.0,,-71.067849,42.337742999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HC,HC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:E DEDHAM ST
METER_TYPE：SINGLE-SPACE"
1506,1077,5456,756474.0926,2952879.315,5457,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,LIND,COMMONWEALTH AV,1.0,,-71.128923,42.350253,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GD,GD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
267,163,3258,771953.4639,2954900.817,3259,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,CHAR,BEACON ST,1.0,,-71.07162199999998,42.355601,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
1187,770,100,774961.0612,2958307.1319999998,101,450510.0,Parkeon,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,VALE,CANAL ST V-C,1.0,,-71.06043000000003,42.364906,,,,510.0,1.0,MULTI-SPACE STALL,NO,DISTRICT 0,,,0MS,MS,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:CANAL ST V-C
METER_TYPE：MULTI-SPACE STALL"
117,973,2115,772181.3778,2951612.998,2116,,IPS,"08:00AM-06:00PM SAT $0.25 120, 10:00AM-04:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-FRI, 00:00AM-08:00AM SAT, 04:00PM-24:00AM MON-FRI, 06:00PM-24:00AM SAT",,,,W,APPL,BERKELEY ST,1.0,,-71.07084,42.346576,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
1606,437,4596,764948.3824,2948505.9839999997,4597,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,LOUI,EVANS WY,1.0,,-71.09765,42.338147,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EVANS WY
METER_TYPE：SINGLE-SPACE"
673,873,965,774685.8863,2957476.6380000007,966,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,MERR,NEW CHARDON ST,1.0,,-71.061464,42.362631,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:NEW CHARDON ST
METER_TYPE：SINGLE-SPACE"
249,1310,3450,774328.1275,2955564.1,3451,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,TREM,PARK ST,0.0,,-71.06282399999998,42.357388,,,,,1.0,SINGLE-SPACE,NO,,503.0,503.0,,,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:PARK ST
METER_TYPE：SINGLE-SPACE"
1452,153,6526,766093.035,2952381.9930000002,6527,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,KENM,COMMONWEALTH AV,1.0,,-71.09334799999998,42.348768,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KC,KC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1994,1095,216,775409.5062,2958603.1780000012,217,,IPS,"08:00AM-06:00PM MON-FRI $0.25 120, 08:00AM-08:00PM SAT $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-FRI, 08:00PM-24:00AM SAT",,,,W,N WA,MEDFORD ST,1.0,,-71.05876500000002,42.365712,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MEDFORD ST
METER_TYPE：SINGLE-SPACE"
94,1884,2927,771816.5485,2952720.4839999997,2928,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,STUA,BERKELEY ST,1.0,,-71.07216899999997,42.34962,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,449.0,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
33,907,318,778663.9396,2952439.1580000008,319,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1.0,,-71.046844,42.348751,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SUMMER ST
METER_TYPE：SINGLE-SPACE"
1463,487,3295,772454.225,2955295.098,3296,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BEAC,CHARLES ST,1.0,,-71.069762,42.356676,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CHARLES ST
METER_TYPE：SINGLE-SPACE"
1667,880,1880,774465.4038,2952251.055,1881,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,OAK,HARRISON AV,1.0,,-71.062379,42.348295,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CB,CB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARRISON AV
METER_TYPE：SINGLE-SPACE"
448,706,2357,773141.2319,2950141.186,2358,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SAVO,WASHINGTON ST,1.0,,-71.067317,42.342524,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CE,CE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WASHINGTON ST
METER_TYPE：SINGLE-SPACE"
716,1559,4393,768178.5062,2950061.881,4394,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,MASS,HUNTINGTON AV,1.0,,-71.085675,42.342374,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FA,FA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HUNTINGTON AV
METER_TYPE：SINGLE-SPACE"
1809,1264,279,779641.3622,2951796.7819999997,280,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1.0,,-71.04324100000002,42.346973999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SUMMER ST
METER_TYPE：SINGLE-SPACE"
1517,50,6110,765043.3803,2952607.695,6111,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,COMM,DEERFIELD ST,1.0,,-71.097227,42.349401,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KA,KA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DEERFIELD ST
METER_TYPE：SINGLE-SPACE"
0,1860,896,777853.9242,2952410.816,897,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,NECC,A STREET,1.0,,-71.049841,42.348684999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,118.0,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:A STREET
METER_TYPE：SINGLE-SPACE"
1375,456,1287,778795.7498,2954085.983,1288,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,FAN,NORTHERN AV,1.0,,-71.046324,42.353268,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BC,BC,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:NORTHERN AV
METER_TYPE：SINGLE-SPACE"
1101,1941,5806,773217.7064,2948550.119,5807,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,WARE,ALBANY ST,1.0,,-71.067064,42.338157,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,989.0,,0HA,HA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:ALBANY ST
METER_TYPE：SINGLE-SPACE"
1108,92,1786,774229.0407,2953167.474,1787,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STUA,WASHINGTON ST,1.0,,-71.063236,42.350813,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,265.0,0CB,CB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WASHINGTON ST
METER_TYPE：SINGLE-SPACE"
1226,1168,5076,764246.2769,2952130.19,5077,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,COMM,BEACON ST,1.0,,-71.100184,42.348101,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FF,FF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
82,1483,2091,772226.5408,2951609.5810000002,2092,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,APPL,BERKELEY ST,1.0,,-71.070673,42.346565999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
1288,713,4149,767061.6203,2950693.137,4150,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,BURB,HEMENWAY ST,1.0,,-71.089795,42.344121,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HEMENWAY ST
METER_TYPE：SINGLE-SPACE"
676,1480,3764,768263.4457,2953443.817,3765,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,E,BEAC,GLOUCESTER ST,1.0,,-71.0853,42.351653000000006,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:GLOUCESTER ST
METER_TYPE：SINGLE-SPACE"
1920,1451,3787,768351.2638,2953117.353,3788,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,W,COMM,GLOUCESTER ST,1.0,,-71.084981,42.350756,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:GLOUCESTER ST
METER_TYPE：SINGLE-SPACE"
1046,66,2404,772288.3691,2949585.1319999998,2405,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,UNIO,WASHINGTON ST,1.0,,-71.070482,42.34101,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CE,CE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WASHINGTON ST
METER_TYPE：SINGLE-SPACE"
770,243,5407,756114.0704,2952620.466,5408,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,COMM,HARVARD AV,1.0,,-71.130259,42.349546999999994,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GD,GD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HARVARD AV
METER_TYPE：SINGLE-SPACE"
1946,1590,5129,763269.0948,2951828.2569999998,5130,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,PARK,BEACON ST,1.0,,-71.103804,42.347285,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FF,FF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
1280,475,2726,771335.6892,2950168.175,2727,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,AQUA,TREMONT ST,1.0,,-71.073995,42.342622999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CG,CG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
1580,517,4189,766412.68,2951904.297,4190,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,BOYL,IPSWICH ST,1.0,,-71.092174,42.347453,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0ED,ED,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:IPSWICH ST
METER_TYPE：SINGLE-SPACE"
1488,822,2618,772526.1701,2951375.67,2619,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,APPL,TREMONT ST,1.0,,-71.069569,42.34592,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CG,CG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
404,420,3063,771260.0611,2954324.099,3064,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,BERK,MARLBOROUGH ST,1.0,,-71.074198,42.354028,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,467.0,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MARLBOROUGH ST
METER_TYPE：SINGLE-SPACE"
